season,site,parameter,t_mean01,t_mean99,t_slope_behind_01,t_slope_behind_99,t_sd_0199
snowmelt,lincoln,Temperature,7.03531818389893,18.6160711669922,-0.0125504709879557,0.0230853150685628,2.569320553017908
winter_baseflow,lincoln,Temperature,1.09568858623505,16.116227722168,-0.0133315804799397,0.0272210693359375,3.4720547561242014
fall_baseflow,lincoln,Turbidity,2.94767941474915,58.0854429626465,-3.11131389204661,3.22340410041809,8.814651707759925
monsoon,lincoln,Turbidity,0,222.640518493652,-8.93161845397949,7.6019201660156,21.045321611464818
snowmelt,lincoln,Turbidity,3.08074579238892,318.019857788088,-18.6847044270833,20.1103802553815,39.93327188198765
winter_baseflow,lincoln,Turbidity,0,75.7318518066407,-2.65772015508016,2.5716225306193,12.802270296237975
fall_baseflow,pbd,Chl-a Fluorescence,0.00423539457842708,1.06601442337036,-0.0178163509070873,0.0174702004591624,0.12659204513436312
monsoon,pbd,Chl-a Fluorescence,0.00845202721655369,0.0265994622,-4.2775616e-4,4.3135818241594e-4,0.003948727363911111
snowmelt,pbd,Chl-a Fluorescence,0.0100213993899524,3.11000308990478,-0.128784741322199,0.129300898710887,0.46719413984093466
winter_baseflow,pbd,Chl-a Fluorescence,0.0122057807072997,0.414348720312118,-0.0151707790394624,0.0126074556758007,0.05025678632023045
fall_baseflow,pbd,Depth,0.207392001634598,0.219573819843292,-2.69523567962646e-4,2.5963704690933e-4,0.0024717090159922404
monsoon,pbd,Depth,0.207330653053591,0.709650052940369,-4.59674603359179e-4,4.97128955083868e-4,0.15760479054270113
snowmelt,pbd,Depth,0.475393755389214,1.11303786955261,-0.00149546617965699,0.00142059628257751,0.1525306740040095
winter_baseflow,pbd,Depth,0.28896985306406,0.610670580728531,-4.3665096359253e-4,5.70061764144898e-4,0.09260007009676861
fall_baseflow,pbd,DO,7.55628547668457,12.0460165023804,-0.00893454742431641,0.0071533444722494104,1.0444224556949628
monsoon,pbd,DO,6.61658534,9.64441373825073,-0.01213556,0.00893521333333332,0.5009018900691626
snowmelt,pbd,DO,8.16582809448242,10.4074437713623,-0.00363812446594237,0.00271620559692379,0.49775206024576146
